,Month,Day,Hour,Lat,Long,WindSpeed,Pressure,unique-key,distance,direction
116,8,13,18,22.5,-93.5,30.0,1008,BERYL-2000-5,0.0,0.0
117,8,14,0,22.7,-93.8,30.0,1008,BERYL-2000-5,23.60411650844807,140.56797538055898
118,8,14,6,23.1,-94.6,35.0,1007,BERYL-2000-5,57.935075579874066,161.35118414564937
119,8,14,12,23.5,-95.4,40.0,1009,BERYL-2000-5,57.80205591451462,174.3022182194977
120,8,14,18,23.9,-96.3,45.0,1009,BERYL-2000-5,63.29229570564625,337.25083253796186
121,8,15,0,24.1,-97.0,45.0,1007,BERYL-2000-5,46.29442272906855,340.7092443378871
122,8,15,6,24.5,-97.7,45.0,1009,BERYL-2000-5,52.02775422422557,305.78963676125414
123,8,15,12,24.9,-98.6,30.0,1010,BERYL-2000-5,62.89235000358517,237.54412808215815
124,8,15,18,25.2,-99.8,25.0,1012,BERYL-2000-5,77.92045735488173,258.374412786588
125,8,17,12,14.2,-51.9,25.0,1009,CHRIS-2000-6,0.0,0.0
126,8,17,18,14.7,-52.8,25.0,1009,CHRIS-2000-6,69.4227782586726,154.690429003699
127,8,18,0,15.2,-53.4,25.0,1009,CHRIS-2000-6,52.89319729595935,134.89176070195927
128,8,18,6,15.6,-54.1,30.0,1009,CHRIS-2000-6,54.2038886333714,57.83191116420357
129,8,18,12,16.2,-55.4,35.0,1008,CHRIS-2000-6,95.8168214048981,88.54860620990362
130,8,18,18,16.8,-56.5,30.0,1011,CHRIS-2000-6,83.83911202884167,154.897447145509
131,8,19,0,17.3,-57.7,25.0,1012,CHRIS-2000-6,86.46866013666244,182.8321079799249
132,8,19,6,17.8,-59.0,25.0,1012,CHRIS-2000-6,92.34557058622916,327.511964909847
133,8,19,12,18.3,-60.4,20.0,1013,CHRIS-2000-6,98.2441109528338,289.75138941069815
134,8,19,18,12.0,-44.5,30.0,1010,DEBBY-2000-7,0.0,0.0
135,8,20,0,12.6,-45.3,30.0,1010,DEBBY-2000-7,68.08239874725885,313.5918873457345
136,8,20,6,13.3,-46.8,35.0,1009,DEBBY-2000-7,111.98604103546782,230.16582946153974
137,8,20,12,14.0,-48.8,40.0,1008,DEBBY-2000-7,142.72697225792288,322.27396631721115
138,8,20,18,14.7,-50.6,45.0,1007,DEBBY-2000-7,129.83159849809405,31.781920102536336
139,8,21,0,15.1,-52.1,55.0,1006,DEBBY-2000-7,103.89817132696564,104.0535032699596
140,8,21,6,15.4,-54.0,65.0,1005,DEBBY-2000-7,128.3392396436011,115.15761284544429
141,8,21,12,15.7,-56.3,75.0,1004,DEBBY-2000-7,154.49396056991404,101.83494443254932
142,8,21,18,16.1,-58.5,75.0,1004,DEBBY-2000-7,148.77847246782758,49.11539545309471
143,8,22,0,16.8,-60.1,70.0,995,DEBBY-2000-7,116.53387956806193,29.656428125071958
144,8,22,6,17.5,-61.7,65.0,993,DEBBY-2000-7,116.17880075837378,208.21487036751546
145,8,22,12,18.1,-63.5,65.0,994,DEBBY-2000-7,125.46051769120457,228.17829055919535
146,8,22,18,18.8,-65.4,65.0,995,DEBBY-2000-7,133.59078803669976,261.9562147106891
147,8,23,0,19.2,-66.7,65.0,995,DEBBY-2000-7,89.31120293750632,244.92152844565814
148,8,23,6,19.5,-68.1,65.0,995,DEBBY-2000-7,93.5905225908003,284.6199461396629
149,8,23,12,19.8,-69.7,60.0,1005,DEBBY-2000-7,106.15438329582355,319.02397167119904
150,8,23,18,20.0,-71.5,50.0,1009,DEBBY-2000-7,117.7548943513111,208.64639539021024
151,8,24,0,19.9,-73.3,40.0,1010,DEBBY-2000-7,117.10833830478504,234.995535186117
152,8,24,6,19.6,-75.1,35.0,1011,DEBBY-2000-7,118.872732711871,314.5307721345739
153,8,24,12,19.5,-77.0,30.0,1011,DEBBY-2000-7,123.90147380674097,249.8782786499585
154,9,1,12,14.8,-45.2,25.0,1009,ERNESTO-2000-8,0.0,0.0
155,9,1,18,15.0,-47.0,30.0,1009,ERNESTO-2000-8,120.9778236426573,130.144745871615
156,9,2,0,15.6,-48.3,30.0,1009,ERNESTO-2000-8,96.04494417038123,77.97461370214901
157,9,2,6,16.2,-49.5,35.0,1008,ERNESTO-2000-8,89.87203033200637,98.2665876599537
158,9,2,12,16.9,-50.8,35.0,1008,ERNESTO-2000-8,98.75387383427996,157.25602000925514
159,9,2,18,17.5,-52.1,35.0,1008,ERNESTO-2000-8,95.29375585617228,325.78822652520427
160,9,3,0,18.2,-53.6,35.0,1008,ERNESTO-2000-8,109.86831273993431,306.2670784592577
161,9,3,6,18.8,-55.0,35.0,1008,ERNESTO-2000-8,100.66398078906533,260.15448946366877
162,9,3,12,19.4,-56.6,35.0,1008,ERNESTO-2000-8,112.3878897502406,301.4528992511024
163,9,3,18,20.0,-58.0,30.0,1009,ERNESTO-2000-8,100.06023117502015,293.83628824391144
168,9,10,18,30.9,-70.9,30.0,1007,FLORENCE-2000-10,0.0,0.0
169,9,11,0,30.8,-71.3,30.0,1007,FLORENCE-2000-10,24.712551420854037,341.45200510280466
170,9,11,6,30.7,-71.8,30.0,1006,FLORENCE-2000-10,30.48299989573062,337.6784717806162
171,9,11,12,30.4,-72.2,45.0,1002,FLORENCE-2000-10,31.56154771351964,346.8199917465118
172,9,11,18,30.1,-72.6,65.0,998,FLORENCE-2000-10,31.616806333872564,353.27818931371365
173,9,12,0,30.1,-72.7,65.0,992,FLORENCE-2000-10,5.977627006615358,358.1192649069731
174,9,12,6,30.2,-72.8,60.0,993,FLORENCE-2000-10,9.134267698787797,356.8175510349157
175,9,12,12,30.3,-73.1,60.0,991,FLORENCE-2000-10,19.19242972695811,335.4203453007443
176,9,12,18,30.6,-73.3,65.0,987,FLORENCE-2000-10,23.90737842669044,212.4990514432357
177,9,13,0,30.8,-73.7,65.0,986,FLORENCE-2000-10,27.489716878288938,205.30467742086822
178,9,13,6,30.7,-74.0,65.0,986,FLORENCE-2000-10,19.106807285121132,195.16242973725537
179,9,13,12,30.7,-73.8,60.0,987,FLORENCE-2000-10,11.882025555519306,168.2583974096526
180,9,13,18,30.5,-73.7,55.0,989,FLORENCE-2000-10,15.044091445338818,173.07061675356843
181,9,14,0,30.2,-73.6,50.0,991,FLORENCE-2000-10,21.5685358297367,164.5379209056569
182,9,14,6,29.6,-73.6,45.0,993,FLORENCE-2000-10,41.456053046778074,-0.0
183,9,14,12,29.5,-73.4,45.0,994,FLORENCE-2000-10,13.865382119015567,354.45094937280845
184,9,14,18,29.3,-73.1,45.0,995,FLORENCE-2000-10,22.73908937882916,350.7272819614107
185,9,15,0,29.2,-72.8,45.0,995,FLORENCE-2000-10,19.360016755021103,349.7322459765899
186,9,15,6,29.1,-72.4,45.0,996,FLORENCE-2000-10,25.106457425387866,342.0830046849603
187,9,15,12,29.8,-71.2,50.0,997,FLORENCE-2000-10,86.90040303141024,354.9630159240031
188,9,15,18,30.1,-69.7,60.0,997,FLORENCE-2000-10,92.16057153954713,162.48629918587346
189,9,16,0,30.8,-67.5,65.0,994,FLORENCE-2000-10,139.67687610752884,52.55144423055713
190,9,16,6,32.6,-66.1,65.0,988,FLORENCE-2000-10,149.12873836889796,158.14883894651052
191,9,16,12,34.3,-64.2,65.0,987,FLORENCE-2000-10,160.59833226099914,291.3385482058899
192,9,16,18,36.1,-61.8,70.0,985,FLORENCE-2000-10,183.91216630736164,182.06279761301795
193,9,17,0,37.9,-59.5,60.0,990,FLORENCE-2000-10,177.6809098340681,113.61110982073001
194,9,17,6,40.1,-57.4,55.0,995,FLORENCE-2000-10,189.2498473981464,318.6917602839988
195,9,17,12,42.5,-55.0,50.0,1000,FLORENCE-2000-10,207.38558442206715,54.16181378778848
196,9,17,18,45.5,-53.0,50.0,1002,FLORENCE-2000-10,229.86314409923054,177.01607923360584
197,9,14,12,19.8,-87.3,25.0,1008,GORDON-2000-11,0.0,0.0
198,9,14,18,20.4,-87.4,25.0,1007,GORDON-2000-11,41.96075227083682,359.86038878379395
199,9,15,0,20.7,-87.7,25.0,1007,GORDON-2000-11,28.396477947135285,4.678759706748467
200,9,15,6,21.0,-88.0,25.0,1006,GORDON-2000-11,28.37027032760167,11.198260687573955
201,9,15,12,21.4,-88.7,25.0,1004,GORDON-2000-11,52.887769650312435,91.36709919240579
202,9,15,18,21.6,-87.8,30.0,1004,GORDON-2000-11,59.484391087122276,302.99888204834684
203,9,16,0,22.5,-86.7,40.0,1000,GORDON-2000-11,93.96273556920568,286.52074540237135
204,9,16,6,22.9,-86.6,50.0,997,GORDON-2000-11,28.36288852634866,352.00911661728605
205,9,16,12,23.5,-86.3,55.0,992,GORDON-2000-11,45.62425335643265,353.15318118149645
206,9,16,18,24.3,-85.9,60.0,983,GORDON-2000-11,60.77606406512945,126.6666127760476
207,9,17,0,25.2,-85.4,65.0,985,GORDON-2000-11,69.64993331321571,138.1456480517139
208,9,17,6,26.1,-84.9,70.0,981,GORDON-2000-11,69.54615942080733,162.42753599817885
209,9,17,12,27.1,-84.3,65.0,987,GORDON-2000-11,78.40842897172041,192.8180240870124
210,9,17,18,28.0,-83.8,65.0,985,GORDON-2000-11,69.31797760418715,208.15694089384073
211,9,18,0,28.9,-83.4,60.0,989,GORDON-2000-11,66.7630989407955,205.8257691808297
212,9,18,6,29.8,-83.0,40.0,1000,GORDON-2000-11,66.68701994876363,183.47248701513217
213,9,18,12,31.0,-82.3,30.0,1006,GORDON-2000-11,92.81428591594343,82.599505340172
214,9,18,18,32.3,-81.5,25.0,1011,GORDON-2000-11,101.39886146493694,33.739243448952834
215,9,19,0,33.5,-80.2,25.0,1011,GORDON-2000-11,112.07778628566156,293.79109833062455
216,9,19,6,35.0,-79.0,20.0,1011,GORDON-2000-11,124.24786181326915,302.1346112322523
217,9,19,12,37.0,-78.2,20.0,1010,GORDON-2000-11,145.24044008597824,34.98886459018495
218,9,19,18,38.5,-76.0,25.0,1008,GORDON-2000-11,158.69386621898983,57.39683053247403
219,9,20,0,40.0,-74.0,25.0,1007,GORDON-2000-11,148.96367011904985,256.510883824737
220,9,20,6,41.5,-72.0,25.0,1005,GORDON-2000-11,147.30186538232195,313.24474586188853
221,9,20,12,42.0,-69.5,30.0,1005,GORDON-2000-11,133.41366270765624,198.1759709509582
222,9,20,18,42.5,-67.2,30.0,1005,GORDON-2000-11,122.59502105011202,9.553727637829455
223,9,21,0,43.0,-65.0,30.0,1004,GORDON-2000-11,116.84071952947201,66.2240479420348
224,9,21,6,43.5,-63.0,30.0,1003,GORDON-2000-11,106.41164656251479,122.79077555958278
225,9,15,12,14.9,-52.2,25.0,1010,HELENE-2000-12,0.0,0.0
226,9,15,18,15.3,-53.0,25.0,1010,HELENE-2000-12,60.09794623324901,133.1615315606611
227,9,16,0,15.6,-53.6,25.0,1010,HELENE-2000-12,45.01427289758463,84.7515492603772
228,9,16,6,15.8,-54.4,25.0,1010,HELENE-2000-12,54.97747566871713,48.5298404372511
229,9,16,12,16.1,-55.9,30.0,1010,HELENE-2000-12,101.78280119104829,106.0373023498445
230,9,16,18,16.4,-58.0,30.0,1010,HELENE-2000-12,140.83251070059606,65.0024912029526
231,9,17,0,16.6,-59.9,30.0,1010,HELENE-2000-12,126.62718025096545,39.56573727098781
232,9,17,6,16.6,-61.7,30.0,1010,HELENE-2000-12,119.18441438117225,126.9508537927139
233,9,17,12,16.4,-63.6,30.0,1010,HELENE-2000-12,126.62718025096545,111.43013578874181
234,9,17,18,16.7,-65.6,30.0,1010,HELENE-2000-12,134.07322616025127,29.97090174679107
235,9,18,0,17.0,-67.1,30.0,1010,HELENE-2000-12,101.33281117159298,32.50480101329504
236,9,18,6,17.1,-68.7,30.0,1010,HELENE-2000-12,105.91603273706237,168.8604102769456
237,9,18,12,17.2,-70.6,30.0,1010,HELENE-2000-12,125.63000740663402,128.92108366434846
238,9,18,18,17.4,-72.5,30.0,1010,HELENE-2000-12,126.09748533384493,353.29025469235404
239,9,19,0,17.6,-74.4,30.0,1010,HELENE-2000-12,125.96126652931204,214.9012038387978
240,9,19,6,18.3,-76.3,30.0,1010,HELENE-2000-12,133.92442808514872,236.20062490171432
241,9,19,12,18.9,-78.3,30.0,1010,HELENE-2000-12,137.37222715273072,260.7623678323606
242,9,19,18,19.4,-79.6,30.0,1010,HELENE-2000-12,91.61370956579466,241.03642326477745
243,9,20,0,19.9,-81.0,30.0,1010,HELENE-2000-12,97.42756490719077,321.7122074142777
244,9,20,6,20.7,-82.6,25.0,1010,HELENE-2000-12,117.49535062331722,25.07067063557834
245,9,20,12,21.8,-84.3,25.0,1010,HELENE-2000-12,133.26667586010706,95.94625151052496
246,9,20,18,23.0,-85.4,25.0,1010,HELENE-2000-12,108.68174746437867,29.449024636858965
247,9,21,0,23.9,-86.1,25.0,1008,HELENE-2000-12,76.39083182913721,278.09958304028265
248,9,21,6,24.9,-86.6,35.0,1007,HELENE-2000-12,75.91878300870037,207.84655471952698
249,9,21,12,26.1,-87.0,45.0,1006,HELENE-2000-12,86.58311456209452,280.12882164438
250,9,21,18,27.1,-87.1,60.0,999,HELENE-2000-12,69.3690646459734,2.4776584525894116
251,9,22,0,28.4,-87.2,60.0,996,HELENE-2000-12,90.02932284402982,9.483831822424035
252,9,22,6,29.5,-87.2,50.0,1001,HELENE-2000-12,76.00276391909435,180.0
253,9,22,12,30.5,-86.6,35.0,1006,HELENE-2000-12,77.86389274575346,152.27780086957657
254,9,22,18,31.6,-85.4,25.0,1010,HELENE-2000-12,104.02705720090567,110.7817663113683
255,9,23,0,32.9,-83.5,25.0,1011,HELENE-2000-12,142.80395275218206,163.20095865442752
256,9,23,6,33.6,-81.7,25.0,1012,HELENE-2000-12,114.70034372763146,325.647856369073
257,9,23,12,34.4,-80.0,25.0,1011,HELENE-2000-12,111.96939449319393,261.64783530433544
258,9,23,18,35.4,-78.0,35.0,1010,HELENE-2000-12,132.73022443558253,322.28066798502675
259,9,24,0,36.4,-76.1,40.0,1008,HELENE-2000-12,126.81109354968932,162.2157882708492
260,9,24,6,37.2,-74.7,45.0,1005,HELENE-2000-12,95.15389651056363,118.12986809200446
261,9,24,12,38.0,-72.5,45.0,1001,HELENE-2000-12,132.5063868050072,101.14990122721271
262,9,24,18,39.2,-70.1,45.0,997,HELENE-2000-12,153.83933861088235,5.299795502766853
263,9,25,0,40.1,-66.8,55.0,993,HELENE-2000-12,186.22980144778572,173.31471262546523
264,9,25,6,41.6,-62.2,60.0,986,HELENE-2000-12,261.75614734012584,129.94266098111896
265,9,25,12,44.0,-55.5,55.0,988,HELENE-2000-12,377.8191954104875,152.6802845189024
266,9,25,18,46.1,-48.8,45.0,990,HELENE-2000-12,357.6408790907496,339.48518524946013
267,9,21,12,11.5,-23.0,30.0,1008,ISAAC-2000-13,0.0,0.0
268,9,21,18,11.9,-24.5,30.0,1008,ISAAC-2000-13,105.18231625189436,235.87609124444288
269,9,22,0,12.3,-25.9,35.0,1005,ISAAC-2000-13,98.53664193825503,265.4501097454788
270,9,22,6,12.7,-27.2,40.0,1001,ISAAC-2000-13,91.94409208318886,280.07331226586405
271,9,22,12,13.1,-28.7,45.0,1000,ISAAC-2000-13,104.73620366502452,240.3724260309291
272,9,22,18,13.5,-30.1,45.0,1000,ISAAC-2000-13,98.1091910228335,280.13500275703603
273,9,23,0,13.7,-31.2,50.0,997,ISAAC-2000-13,75.15298819785657,335.90694809036603
274,9,23,6,13.9,-32.3,55.0,994,ISAAC-2000-13,75.09122544641053,343.3168017075417
275,9,23,12,14.3,-33.2,70.0,984,ISAAC-2000-13,66.34131774382362,157.5511062367089
276,9,23,18,14.6,-34.2,85.0,973,ISAAC-2000-13,70.04479042505665,157.84341982822545
277,9,24,0,14.9,-35.0,105.0,960,ISAAC-2000-13,57.33136910205659,132.05274428988739
278,9,24,6,15.1,-35.8,100.0,960,ISAAC-2000-13,55.15052082430087,58.761586773109954
279,9,24,12,15.5,-36.8,100.0,960,ISAAC-2000-13,72.14771828108732,56.62837815131479
280,9,24,18,15.8,-37.8,100.0,960,ISAAC-2000-13,69.68595107884477,99.85940035187751
281,9,25,0,16.3,-38.6,95.0,965,ISAAC-2000-13,63.36562184386631,143.33696863833072
282,9,25,6,16.7,-39.5,95.0,965,ISAAC-2000-13,65.71712578141161,108.10984709785862
283,9,25,12,17.2,-40.4,90.0,970,ISAAC-2000-13,68.78692290283065,4.00260632121652
284,9,25,18,17.6,-41.2,90.0,970,ISAAC-2000-13,59.547300240028896,344.39401462280125
285,9,26,0,17.9,-42.0,90.0,970,ISAAC-2000-13,56.577107591488826,263.65723475023924
286,9,26,6,18.3,-42.9,85.0,973,ISAAC-2000-13,65.24898106263885,223.1249994727035
287,9,26,12,18.6,-43.9,75.0,980,ISAAC-2000-13,68.74143729147265,250.47332264138757
288,9,26,18,19.1,-45.0,75.0,980,ISAAC-2000-13,79.79250693032704,300.2794959055559
289,9,27,0,19.6,-46.0,80.0,977,ISAAC-2000-13,73.77821919017684,275.7184907667509
290,9,27,6,20.4,-47.0,85.0,973,ISAAC-2000-13,85.2681005712098,180.99021060969454
291,9,27,12,21.0,-48.1,90.0,970,ISAAC-2000-13,82.29949790559778,118.30940707752568
292,9,27,18,21.9,-49.5,95.0,965,ISAAC-2000-13,109.41723060770998,79.4420860131515
293,9,28,0,22.8,-50.6,100.0,960,ISAAC-2000-13,93.85005559141968,141.9555123613689
294,9,28,6,23.8,-52.0,105.0,955,ISAAC-2000-13,112.54526419603968,310.4237565367624
295,9,28,12,25.0,-52.9,110.0,950,ISAAC-2000-13,100.40506084185846,298.1190498559147
296,9,28,18,26.6,-54.2,120.0,943,ISAAC-2000-13,136.96727105983703,187.89975638230464
297,9,29,0,28.0,-55.1,115.0,948,ISAAC-2000-13,111.40012867625242,50.259554397943255
298,9,29,6,29.7,-55.9,110.0,950,ISAAC-2000-13,127.04403583438435,171.88562090387185
299,9,29,12,31.2,-56.2,105.0,955,ISAAC-2000-13,105.16911408990225,209.02726737735637
300,9,29,18,32.9,-55.9,90.0,965,ISAAC-2000-13,118.76525557850132,1.9706507337716912
301,9,30,0,34.4,-55.2,85.0,970,ISAAC-2000-13,111.18461621069305,320.4835998892827
302,9,30,6,35.7,-54.0,80.0,975,ISAAC-2000-13,112.58113416772926,335.21838080098087
303,9,30,12,37.0,-51.8,75.0,979,ISAAC-2000-13,151.83518186752255,127.42088799985402
304,9,30,18,38.3,-49.8,70.0,985,ISAAC-2000-13,141.55084196310634,48.68343719028356
305,10,1,0,39.7,-47.9,65.0,987,ISAAC-2000-13,140.58227107885384,207.96770289894738
306,10,1,6,40.9,-45.7,60.0,990,ISAAC-2000-13,142.51980284189892,306.1594624350746
307,10,1,12,42.1,-43.6,55.0,990,ISAAC-2000-13,136.68099629582136,195.70526040301195
308,10,1,18,43.5,-39.5,55.0,990,ISAAC-2000-13,229.22394017426979,241.71753197320515
309,10,2,0,44.5,-36.5,55.0,982,ISAAC-2000-13,164.32160824364266,7.123315119281598
310,10,2,6,45.7,-33.0,60.0,972,ISAAC-2000-13,189.74631411894293,22.505164788868274
311,10,2,12,47.0,-29.0,60.0,975,ISAAC-2000-13,210.82125166679302,124.8480803515812
312,10,2,18,48.5,-25.0,60.0,976,ISAAC-2000-13,212.73267433146628,171.58097864756118
313,10,3,0,49.5,-20.5,60.0,976,ISAAC-2000-13,215.3257497822261,262.21342606603844
314,10,3,6,50.5,-16.5,60.0,978,ISAAC-2000-13,190.5821024216993,291.4560283803065
315,10,3,12,52.0,-12.0,55.0,982,ISAAC-2000-13,220.4340581863169,11.073000642531085
316,10,3,18,55.0,-9.0,45.0,988,ISAAC-2000-13,241.12656984478738,0.19837122529148243
317,10,4,0,58.0,-6.0,45.0,989,ISAAC-2000-13,236.70278979360074,0.9769368042670247
318,10,4,6,62.0,-4.0,45.0,994,ISAAC-2000-13,284.84479369407853,41.37450200375323
319,9,25,12,11.2,-29.6,25.0,1009,JOYCE-2000-14,0.0,0.0
320,9,25,18,11.4,-30.7,30.0,1009,JOYCE-2000-14,75.79959281029001,203.3900791917236
321,9,26,0,11.5,-31.9,35.0,1008,JOYCE-2000-14,81.55515154550945,213.0105902506488
322,9,26,6,11.6,-33.0,35.0,1007,JOYCE-2000-14,74.78354339411081,297.9456538649464
323,9,26,12,11.6,-34.1,35.0,1005,JOYCE-2000-14,74.45038020456086,329.2729693490259
324,9,26,18,11.7,-35.3,40.0,1002,JOYCE-2000-14,81.497409924919,303.7147459231622
325,9,27,0,12.1,-36.4,50.0,998,JOYCE-2000-14,79.33849789713798,237.30431251816373
326,9,27,6,12.2,-37.6,55.0,993,JOYCE-2000-14,81.34874542336375,245.86187133011038
327,9,27,12,12.4,-38.8,65.0,985,JOYCE-2000-14,82.17895375664686,284.84539814870726
328,9,27,18,12.5,-40.1,70.0,978,JOYCE-2000-14,87.98087602925479,283.4006486841877
329,9,28,0,12.4,-41.3,75.0,976,JOYCE-2000-14,81.25659469862345,269.37796552777615
330,9,28,6,12.2,-42.5,80.0,975,JOYCE-2000-14,82.17895375664727,247.04039038476088
331,9,28,12,11.7,-43.8,80.0,975,JOYCE-2000-14,94.42141212426732,218.63236277782372
332,9,28,18,11.3,-45.0,75.0,976,JOYCE-2000-14,85.81934715634982,214.35224710463797
333,9,29,0,10.9,-46.1,75.0,977,JOYCE-2000-14,79.53685570632051,10.033080869078901
334,9,29,6,10.7,-47.2,70.0,980,JOYCE-2000-14,75.9245916154804,15.073162858600625
335,9,29,12,10.5,-48.6,65.0,984,JOYCE-2000-14,96.07891867147866,70.75157533080558
336,9,29,18,10.5,-50.1,60.0,988,JOYCE-2000-14,101.90457236330323,151.18051731784894
337,9,30,0,10.4,-51.7,55.0,992,JOYCE-2000-14,108.93505918131628,99.73849559677869
338,9,30,6,10.3,-53.3,50.0,996,JOYCE-2000-14,108.9698215489864,39.92960961600159
339,9,30,12,10.3,-54.9,45.0,1000,JOYCE-2000-14,108.76786120271343,86.33183982666061
340,9,30,18,10.5,-56.6,40.0,1003,JOYCE-2000-14,116.35244607761904,151.68870970339592
341,10,1,0,10.7,-58.0,40.0,1005,JOYCE-2000-14,96.07891867147863,119.61523791590078
342,10,1,6,11.0,-59.5,35.0,1006,JOYCE-2000-14,103.87626091031035,359.74242798402577
343,10,1,12,11.3,-60.9,35.0,1007,JOYCE-2000-14,97.14194048548369,314.40954134463385
344,10,1,18,11.7,-62.3,30.0,1008,JOYCE-2000-14,98.73550151083604,221.8482482467421
345,10,2,0,11.9,-63.5,30.0,1009,JOYCE-2000-14,82.32786277721107,247.14844783720295
346,10,2,6,11.9,-64.9,25.0,1009,JOYCE-2000-14,94.65184745753052,298.0260931459386
347,9,28,18,16.1,-82.9,25.0,1005,KEITH-2000-15,0.0,0.0
348,9,29,0,16.2,-83.3,25.0,1004,KEITH-2000-15,27.431119886527657,156.471890261356
349,9,29,6,16.6,-83.6,30.0,1003,KEITH-2000-15,34.04736070566478,148.14459588455787
350,9,29,12,16.9,-84.0,30.0,1002,KEITH-2000-15,33.61594786150369,20.6481053078375
351,9,29,18,17.4,-84.8,40.0,1000,KEITH-2000-15,63.111682592640136,355.01334680836555
352,9,30,0,17.7,-85.4,45.0,993,KEITH-2000-15,44.63166070479027,338.3193903170594
353,9,30,6,17.9,-86.0,55.0,987,KEITH-2000-15,41.82049794712192,248.176531643031
354,9,30,12,17.9,-86.4,65.0,982,KEITH-2000-15,26.299560345388777,202.72690704317614
355,9,30,18,17.9,-86.7,75.0,977,KEITH-2000-15,19.724671914580338,192.50885105691813
356,10,1,0,17.9,-86.9,100.0,955,KEITH-2000-15,13.149782064736579,187.3767645923535
357,10,1,6,17.9,-87.2,120.0,941,KEITH-2000-15,19.72467191458117,190.03777516508129
358,10,1,7,17.9,-87.3,120.0,939,KEITH-2000-15,6.57489126887218,183.33466615379933
359,10,1,12,17.9,-87.4,115.0,944,KEITH-2000-15,6.574891268873016,183.33609087196533
360,10,1,18,17.9,-87.7,110.0,950,KEITH-2000-15,19.724671914580338,190.4755628144914
361,10,2,0,17.8,-87.9,100.0,959,KEITH-2000-15,14.857761601982322,186.29434620528266
362,10,2,6,17.6,-87.8,80.0,974,KEITH-2000-15,15.306279104640833,178.17168996398257
363,10,2,12,17.7,-87.8,70.0,980,KEITH-2000-15,6.909342174463071,180.0
364,10,2,18,17.7,-87.9,65.0,987,KEITH-2000-15,6.582264073186852,182.49471572586052
365,10,3,0,17.9,-88.0,60.0,989,KEITH-2000-15,15.304698481419322,184.1953830115538
366,10,3,6,18.0,-88.4,45.0,990,KEITH-2000-15,27.184835281903048,211.2113917462243
367,10,3,12,18.3,-88.8,30.0,995,KEITH-2000-15,33.45675633200504,304.9454736278301
368,10,3,18,18.6,-89.5,30.0,998,KEITH-2000-15,50.34444885546018,319.5398498502482
369,10,4,0,19.0,-90.4,25.0,1000,KEITH-2000-15,65.03125497476285,290.18982969451235
370,10,4,6,19.5,-91.4,30.0,1000,KEITH-2000-15,73.813440349254,223.56310797989977
371,10,4,12,19.9,-92.5,35.0,999,KEITH-2000-15,76.7059608346996,229.77647236388194
372,10,4,18,20.3,-93.5,40.0,996,KEITH-2000-15,70.52574924152752,351.5954010597461
373,10,5,0,20.7,-94.8,60.0,988,KEITH-2000-15,88.55591617022708,18.83791177853817
374,10,5,6,21.2,-96.1,65.0,987,KEITH-2000-15,90.71841834391006,119.17270418663408
375,10,5,12,21.8,-97.0,75.0,983,KEITH-2000-15,71.17584723929528,117.91394199318125
376,10,5,18,22.6,-97.9,80.0,980,KEITH-2000-15,79.8123975544398,40.65749604107708
377,10,6,0,23.2,-99.0,45.0,988,KEITH-2000-15,81.3651159133172,68.66670489391583
378,10,6,6,23.5,-100.0,30.0,1002,KEITH-2000-15,66.73519014309205,176.46706159675009
379,10,6,12,23.8,-101.0,20.0,1007,KEITH-2000-15,66.59808035021737,193.7771235203375
380,10,4,12,29.0,-81.4,30.0,1012,LESLIE-2000-16,0.0,0.0
381,10,4,18,29.5,-80.8,30.0,1012,LESLIE-2000-16,50.01742275536559,206.50301356608324
382,10,5,0,29.7,-79.9,30.0,1010,LESLIE-2000-16,55.806490461338235,338.9774619405877
383,10,5,6,29.8,-78.6,30.0,1010,LESLIE-2000-16,78.28793322783478,357.50563847681366
384,10,5,12,29.9,-77.3,35.0,1009,LESLIE-2000-16,78.2103257841847,8.87665142426321
385,10,5,18,30.2,-75.9,35.0,1009,LESLIE-2000-16,86.25596146832379,156.66389997845957
386,10,6,0,30.3,-74.3,35.0,1010,LESLIE-2000-16,95.74537670613536,132.1475671535336
387,10,6,6,30.6,-73.1,40.0,1006,LESLIE-2000-16,74.4205898906529,64.9200439716773
388,10,6,12,30.9,-72.4,40.0,1007,LESLIE-2000-16,46.44707389577607,54.94149048403465
389,10,6,18,31.3,-71.8,40.0,1007,LESLIE-2000-16,44.9875492669685,50.320725541365306
390,10,7,0,32.1,-70.7,40.0,1006,LESLIE-2000-16,85.06790124035676,63.62057643748313
391,10,7,6,33.1,-69.6,40.0,1006,LESLIE-2000-16,94.19823987727935,353.2812294265704
392,10,7,12,35.4,-68.3,40.0,1006,LESLIE-2000-16,175.39807195724444,239.20408985272417
393,10,7,18,37.4,-66.7,40.0,1005,LESLIE-2000-16,164.34978623634194,75.96400020544179
394,10,8,0,40.0,-64.0,40.0,1004,LESLIE-2000-16,231.2058493781796,341.3948846309845
395,10,8,6,43.0,-60.0,40.0,1003,LESLIE-2000-16,292.865551116555,335.04526038681485
396,10,8,12,46.0,-57.0,40.0,1003,LESLIE-2000-16,254.55975254457263,356.50329920306234
397,10,8,18,49.0,-54.0,35.0,1005,LESLIE-2000-16,250.1047951645796,2.537365525247755
398,10,9,0,51.0,-50.0,35.0,1007,LESLIE-2000-16,225.01243656955452,324.0339189194346
